,Well 01,Well 02,Well 03,Well 04,Well 05,Well 06,Well 07,Well 08,Well 09,Well 10,Well 11,Well 12,Well 13,Well 14,Well 15,Well 16,Well 17,Well 18,Well 19,Well 20,Well 21,Well 22,Well 23,Well 24,Well 25,Well 26,Well 27,Well 28,Well 29,Well 30
11,22.098837772684462,314.76881143545893,348.45382711171595,122.29354932078064,246.59214677971104,251.38108187231924,65.03345864392463,321.65412587447645,313.77194893952685,222.6205597187875,417.24537744499423,370.26780681157004,626.8676532001075,344.95258019898733,386.27551416107,200.52801577830613,254.32820437072138,764.2297104027652,91.87556716844367,548.1855752693891,294.1285066685765,71.61507490560018,439.13824516522885,442.2974114644831,138.3428755419512,347.31152352314547,229.64511557564578,99.94787168921471,150.46656663589965,356.0405015245471
12,59.252257354736685,218.84357995670905,307.3913607674293,39.30265752723346,275.1532987976745,369.4388203981345,58.22150355183156,357.78694630102007,241.56217887720965,100.73474295597416,343.94231772911246,311.51332479764363,405.684295479619,233.97189448934256,326.19591104962257,201.41336105893436,203.13827774138957,754.2741094062739,68.56634986934732,436.1487354678996,330.5570377088943,79.0073843350152,397.567997522447,510.1975284862481,117.8817144743884,310.27082537991924,253.12740699927883,107.1497644197772,173.24127200668235,333.43708469908495
13,33.40185871218568,256.6313472652863,312.75249850553257,49.733679957733465,228.42157030143372,233.0483446635864,34.55521044410219,305.56650898905485,321.6845511884157,130.36230430976437,369.02734746332857,388.61550589256063,394.4625246236698,309.50462949520215,275.8546665650575,117.43130638049774,189.98464899936775,570.418254563389,54.11371109807638,547.4786584666581,335.6165118541459,83.40627055579118,410.36773242362443,373.51992075306794,83.24683602018376,365.6692458520764,210.94014542882877,55.21382198455216,154.87725772796395,300.61830532299683
14,21.87176801537867,274.2100523151925,262.8262788765482,57.644282615020785,256.1159024909712,241.46770643911293,61.65970161566608,336.1790560478776,215.657487133118,133.63395546850194,430.2197959519508,297.79316097537526,366.63247812411754,218.5192161990889,274.84267733581476,128.60703774043156,228.0664740474826,523.6586938426268,94.99576873244217,435.278627514959,288.74659191635743,41.622349272570474,335.6320104382223,405.408898683242,116.41062778064011,300.5846536456418,230.7523451715117,48.051526158972365,208.06547374530803,252.78738388539938
15,66.71572844825332,259.9117176096008,275.223794926746,71.61750958526464,167.8902862273692,290.77742439674313,0.3549341000689523,292.15326839257835,188.66395823969427,113.99404131332489,341.1088096090976,266.43825026524,438.05927896944075,230.82154458581186,275.9353275636323,83.57120082810351,244.61890113503165,628.059883828138,23.29102796601911,439.57436650201134,324.0917479474786,77.54259536569293,349.0145086226832,349.43276311091097,56.944136788410525,320.38105795289715,235.82270365856948,34.78676350794146,167.4651172526887,281.9290913241649
16,-11.521471820505031,157.34995777026745,194.07804639847268,-20.18585560867051,228.74356682376046,202.1279501211624,40.39883800307316,239.3500043335098,245.49000579930077,92.31444836042827,269.12765657856164,312.79385924087165,379.5308105506084,204.9399168780718,298.93147010097357,101.94015830558025,175.28366395623618,592.0897695358461,23.168800936886726,451.3239956286886,245.91761809430022,12.409401060997425,320.81956054326133,359.85130982935135,37.15138170774598,264.335801536077,183.21915788223455,-2.824172050520829,105.76153446342515,235.36541162524395
17,38.76045473212465,229.10700103120723,228.80717272164568,0.4891020292728925,183.550505047409,170.39849936914302,7.498465186596501,212.38178830551092,158.31067255280198,72.22094019847651,279.13949959406597,317.53787328018416,307.71384304819526,279.8124752791524,218.67339049647475,46.78895871516357,192.58606162957545,688.7824108608115,19.76342029603831,311.9247143345884,222.68695987549654,38.60995877422278,265.7804839863928,413.32465817623563,43.297682452450346,257.62630345222226,155.52128934896933,47.47866832716075,185.36300732073104,245.544965555794
18,-6.097369966399896,218.21044063559677,290.4312571602756,2.167714533629283,210.96916174781987,206.63327605315888,29.007498987482524,234.76640555037096,224.99412233474038,69.21932758111348,358.4804307550454,287.83820527122384,293.1974246532129,237.6318387911013,215.60547288780424,59.57590111067271,146.9607702895847,529.74819935651,39.94707048304468,356.39042282050525,222.52968083210448,11.593894650073924,275.4508785116953,362.27377158053037,54.1955129527845,272.3822624828874,182.85129365904317,-2.888613512179262,150.8538876255162,175.92197823483798
19,3.791753812271642,144.43244687680516,238.77557333432688,22.927154309840326,156.30576661523457,194.14870625595975,4.10583229164037,220.07638119139483,216.35613700111455,89.05581874813609,248.3917220079068,287.1793469581532,296.050406618099,183.1165605440798,193.62224928655544,21.485257806541846,144.28930674019145,620.5402184885336,1.9776514252284585,277.9558336615983,226.14103661583735,41.22999688468309,313.70806165050226,341.1026743043409,13.837224078423507,259.39821225633057,138.3614846220995,24.9168862809467,103.32054674767764,245.31601543611004
20,28.6206428900324,151.02375399562897,181.8368305143403,49.610352054557325,175.5000847848046,227.63961151862765,22.952149834756213,251.98562059405947,208.42678734174405,42.149309462098124,293.87590377117186,261.1726602283439,313.5892783322734,167.91094571114323,168.08610110067823,37.671344099526245,138.55891634949344,623.052680202106,54.96113022675041,249.76053440230928,261.0985289561668,16.596563139356775,249.04415575748064,365.3373093220638,25.438332860601673,222.714134356328,166.60809723885686,4.839500437949971,72.73387903829122,179.56930466141668
21,9.84738107819779,221.64584124817262,116.34869584467182,-5.0269323060115845,160.30735276499223,157.68863868086362,-7.218247892732604,183.07238839436877,146.29997056761727,56.569545542568065,268.3004581922919,301.91030158546897,284.3951219880459,220.9042074994503,251.23696495336242,62.781021971667826,138.27969331000384,508.27568398916463,-18.01012016281954,310.12771805382374,192.28648946698607,-2.281169977546556,208.072348817614,370.7000018212882,37.84209149355695,217.5502293700866,142.977292752092,-14.110024195408734,94.27977285699039,231.24898115468415
22,-11.003295896227993,191.6919801658969,126.17578535217234,8.630284628761546,154.47985375701825,153.52324662558837,10.738847600923027,234.56539356216496,190.38410182469838,44.66513301417495,282.0299473098096,281.08392709373595,284.63966200519394,182.08200842692312,243.43032044292744,34.571218515354765,114.85937570424075,495.2080841670728,7.378152898106279,240.33086107950044,263.6761456318958,-5.775451117448586,210.26781180577365,262.7142210557716,16.354138371927682,224.59560427855203,177.33187659502494,13.205188344284535,99.53523594643272,179.6282790723204
23,-23.314212378801606,135.8108867283757,206.03251975744166,-17.916544940767054,159.99664164621646,173.2285115300561,-20.395992596360998,193.67662348257792,176.89554776396406,15.29711276638854,283.64190063729166,260.41310194946163,256.0681621097949,158.86868430147078,182.15912624308476,50.48916511895436,80.14749432680425,565.353010799016,36.38346813393039,269.14528872902747,188.43034537687345,-7.965465940711717,246.23157698321106,235.84019055588635,8.681192271200423,249.5881664594009,104.10805354176864,12.228542392390104,135.17258383940506,212.7815507826971
24,-12.435789829419722,175.3803501457167,147.98412466186886,21.89652489695894,129.01102730527927,133.54318646087626,7.649962327395187,182.76312605577354,167.95928395343248,31.125761724260016,228.91097399914975,229.15338163442843,160.2441779648436,181.61592554681,187.86032817679433,-14.388728016149283,174.40905873264688,577.669184168611,22.71894830724075,313.3816341593276,176.38685641359947,8.94304341819081,271.82084251832936,295.6166296043851,24.36932169194405,201.63910815497712,116.53835038141605,10.515233813697412,140.38128966444535,173.69421897971648
25,-9.114840443551245,165.69997193687635,138.76911580530734,5.670870513508804,136.0108723817421,118.88461004413635,7.548016304100914,211.01049174542996,155.47091250489103,-2.8284122038823156,302.8495874408508,222.92890536893913,165.08191145069785,185.80141524639933,171.51422885145615,14.528015646427836,123.67169862941694,462.7783087679561,-13.75302681438368,260.6367776961355,201.96844580227665,26.671768158453993,219.34500109426818,307.89050734820904,24.525514937205877,233.17327478537467,148.21803737828162,29.104464451229656,77.68358494672026,175.01568033465063
26,-12.497239985333069,130.47101416990103,89.64602199656868,50.41828761148712,114.24620383486152,175.79930333506678,16.198514972672093,177.11575256516147,185.34443177102304,16.111227337152293,289.4452451774702,230.82266962516985,199.08279884940345,195.5374918463054,166.7840004822293,33.40834945664859,85.54959656147156,627.083004055207,42.89772148603204,228.56964315100012,130.2112023397253,-17.32705344200557,252.47525073782964,211.3425015709098,33.48492429086268,238.1318666152554,151.27241192697886,10.986415026770032,122.07329126116298,159.11915264607916
27,24.452967646483394,143.34068264992226,138.53581064413098,44.42649339240286,158.0486838075943,141.00878877625843,30.980370669272062,163.1290987663717,114.34985015368194,-3.0451059946392824,227.0358351662462,255.98037890992543,175.26730915963682,187.78607532290363,184.8546460754501,37.1957145814988,123.5066430543952,496.4019331530234,26.584395652574507,250.3896038991824,166.1085707979315,6.435061657961851,242.98451819417414,284.29951770496393,10.650330332612818,136.4532659290584,139.1073758446213,-3.2824835410963256,81.4868828325852,169.97133024303068
28,-13.06119252255514,89.92868919629029,103.63971910960133,26.834857782863008,133.89425961430103,94.71283613326656,-24.810054622328757,182.6014436219395,171.744637431235,50.33319767658975,205.76738759456995,203.5549943505087,161.9546669715316,159.87288144790654,180.01970383241004,-5.502931258223493,93.776974845284,528.4639874682309,-16.444828710860826,242.46186075415324,156.46548268455743,16.59674367562455,225.57700846849136,304.465362559573,-8.45971491964148,152.3232704316886,112.92867900504547,-8.500902069856862,52.57085096135251,174.5589364170609
29,-12.431912948161134,133.7015649103794,104.52437533253858,23.138027148791803,134.1100955744321,90.80369849831659,1.2229030848562397,129.50509982879947,99.81510200554234,0.0486189865240938,205.1852238433796,197.8728095333588,183.4770603387935,130.3543753586843,205.2042744171295,0.5131112525572643,139.6595785702687,388.03555053909224,24.408290488485882,249.42224027365316,152.1796140161216,-12.31260037995012,191.30054876404583,241.67366047056152,13.042211678097075,166.01104082002612,82.29747258013401,17.362622911595395,90.90083107207604,115.13695755867201
30,4.393204761085029,125.09117214802318,114.65481528971058,15.359675702250815,127.25029984079936,159.24165149199976,-9.498569409819707,162.6377942188082,152.12133269422318,-6.670642704146289,261.53579376683655,210.51626360223935,100.76837373317451,147.61039999431048,220.4134866936987,23.411419734994,70.01431102208848,548.1591472847106,24.827901569467436,305.41328926819966,150.25277088594703,10.161906907893293,198.56647618617902,241.2401264412107,-19.407962140365097,165.6585437684258,145.73373643666682,3.8531446473609288,97.90722691616382,143.67579185144234
31,22.393190438013217,153.63599179326644,137.62742825688272,-5.3296685743913335,105.73411992646128,137.06406593965028,14.333433751422625,110.22772519518763,185.34740055992464,15.578232116565266,160.11315439059,217.97165007372763,144.55343069874195,122.84396192740466,209.14837181247407,-8.90322221124297,76.2941559682049,368.0449800769213,-14.897187387197883,297.66850328699934,81.39572117272829,-3.744228682704472,198.3996410456309,178.18719530778293,-8.53341820507837,140.21784382796847,75.30501255667234,-4.830392084032903,96.73778157186891,164.7968045967298
32,5.828026156724629,73.3496815769283,159.77205029557277,-13.866613528116128,135.71155869572405,135.80509090575077,1.850231819592371,100.03675070895818,150.33215591785753,44.78435261529025,193.95573833559226,206.3779047993074,124.23757098283681,173.8247028178367,195.75692644933082,23.12640747315011,80.65337609137686,541.3655038707196,-11.00705286179464,229.05007720724407,184.92642066911748,-17.120677170095792,139.51699272511163,214.42881197065958,-5.152949970637691,126.6548949221807,118.68385175637648,22.57026183614911,80.26890970801814,136.9299482713067
33,2.5774657156360865,82.32734708733932,136.74732954148635,14.270500960020435,122.07027855118318,115.10191264832167,8.440019770061168,96.05262317782304,140.53450232150075,28.410079050650207,214.58949866608134,151.89759906282737,144.9123677081949,72.71726008915817,157.6055891694043,-20.266375055419477,66.45448351492395,547.2746586014266,6.161983229312407,229.28993079266465,126.02888684654314,6.7338603144075435,211.08500643491763,224.54304233663657,4.562793323454287,144.51892559246932,112.15334600751781,-15.580125362388092,84.01473308795727,141.35244522951393
34,7.276719788881037,144.74984282281056,109.5563679768216,6.343975180956447,141.73912926256222,95.16758085874231,22.681595574988947,159.1838422139515,111.18483520964034,34.454235032007745,159.30522686587025,175.85970826008722,127.1404333975168,141.21307616646553,103.71754141873672,1.076979916998401,82.6650765038538,537.9912887494369,12.803950577429802,163.71251751064847,190.9260923570731,-29.70655027098892,139.11737460378825,206.5494384649493,-2.673981808110567,159.91331440471708,98.26840307579582,-4.9975060011270935,65.42423766992917,162.14463350454238
35,5.172697800821689,127.99674353142524,131.87258395886747,-46.38717310838503,95.39343128186296,116.27226714183234,18.324069571033768,138.44717860112846,75.09256245664321,-9.439219078702347,190.42531374801462,84.59735601559439,104.17847301816079,195.2191059913917,74.13177349614561,-4.115664425382784,68.39838030421907,430.3286637849072,13.420068615841556,173.21169383843724,162.83482133535585,14.538439051275333,159.90869844819736,161.53210995010048,9.856419393210718,138.961255904323,79.26182719598387,2.5638438800981236,101.86218738257746,175.12451570885315
36,33.79688688178952,136.01576876489258,145.2559924169479,32.25840263777155,106.72358493484663,159.14258748683997,-0.07368666154794556,109.5111960215263,113.42797018708632,-3.3168282945594996,160.6407302231787,196.60262345769394,100.91479521190479,113.96567022496762,114.50088795407531,4.850381809251863,83.60350287048765,536.9814921260785,-5.948816118554893,212.06682290246732,84.97908673987149,9.394622896206455,140.1523599153583,219.02689256743793,27.246292153221333,94.57831718962596,85.21870120488114,-8.995110739301316,55.501785110958444,72.75717171061146
37,36.18652608686448,61.28955381476827,128.25450129541034,-15.495801254437897,72.599869390467,138.13046904605585,30.961383571825568,117.18743108410729,122.31350320097323,34.17445015826824,139.82899506481616,200.8076878725206,61.10703820851032,110.39520973199862,107.761136350662,6.788068506871488,62.89115598566794,469.9060039295484,4.680355229776157,236.82965523401,116.83437309966756,-10.639099129187079,166.04398400486957,183.63895597659388,36.355017521720754,179.278577863395,77.46227235302668,-10.71047434328439,49.775459027107246,174.79373630015886
38,-6.9371341637549815,84.04906386807798,89.25119077348526,33.30711110169691,120.4247873375962,120.95256273431393,-36.509314385591914,89.89732167222573,120.29962193426681,-3.9064737625842323,175.44498639504167,167.81145965015475,85.11877844300058,81.14815459109678,92.43985693857535,10.977757409097958,94.72148439462293,487.9946445667854,-20.260632655106164,163.65427186001557,91.91468428261555,10.240993280138364,154.08898026524858,188.21149177360755,37.02856823912012,150.0675242612808,72.43784352003203,-52.4100882486929,41.68317296952242,114.38166054735294
39,5.159336806981073,101.29664880500903,150.74090814546298,3.3111562648778343,55.753945666749956,151.59725533777967,-17.426959873040985,129.16602795330286,83.33647790253094,16.00695433175064,217.0672634827891,177.87976355252147,60.028569248413675,135.12176420166048,169.68318381468083,21.741308917206116,52.47250639833776,470.62628487737567,17.360596055885942,170.66726301639972,82.90495243754458,8.403776276557656,175.27099837858117,172.32196517248252,5.297435505964807,118.37627084418429,63.79732770298638,22.516088284475856,69.90167150084957,102.53968504297293
40,-11.83779728201473,121.69418351917517,73.10414318361704,0.5424133101137341,112.03213620855128,99.91696043432721,-0.7348366865589219,88.24915824724064,117.25911399057067,-10.405176987452997,171.35897985564114,189.13039114044983,40.237321047650056,123.5106676953061,134.2415107615718,18.778277079189934,85.27449855627373,445.529221631981,-42.6060438625654,225.36642738689773,95.65813435036091,-15.792524277410104,106.56120246712817,162.63937317305243,-31.127145161434846,145.81055603897317,46.412901617497596,-6.817316487144856,64.22134677333597,131.95049489498567
41,25.971641422938262,130.96414716857527,64.56435923470163,-8.218889897655735,74.11060575853186,107.47411204735432,28.75279787214344,118.94784555547801,101.40110562322276,-37.880777738628794,112.10102914453167,166.13877195336713,90.92828630926039,120.83709015440127,137.29883969157476,1.1202258988811096,77.61976557590279,514.8217590473564,62.03550352330085,221.17663192134742,164.28389532237813,2.5971882215440667,138.06858903720436,206.2623929567465,-3.257406910095641,155.24049426308127,93.64947903493277,-5.7465933775290035,81.18636260781594,130.20149073107743
42,-40.62307272760832,114.05727776688771,70.15140042850531,7.755577639776994,69.0164460539682,108.0963901935634,-4.685417171024522,74.31771242664101,82.64310425423398,-17.223294007786663,126.17864236466917,143.6198915083837,74.03844632623763,84.76627870070817,110.42526455474514,-41.20230910318095,46.48213248101791,459.31261943116823,29.72332155174365,146.97723902928337,123.39848843844507,5.195194186790212,151.86012634611734,195.6334900138175,1.9343676480563436,153.23779273467403,45.05672317869005,-25.1026265283292,36.51439342286231,152.32087039273034
43,28.46474601164682,82.43617857415724,109.6363090299425,-18.436667840945706,104.43333414246385,118.50790462022003,-4.76463021445394,136.03669448136205,131.0856552124594,-19.361507842627237,154.54005144163878,135.99245011857772,46.42893908520795,99.44574575449609,169.6289511099134,-28.271052177992566,110.68860587371948,413.4558422535189,-19.576064538733977,171.2282579361366,119.31775768620696,13.833944413897468,120.18483050360308,153.71277547309248,13.334957854309572,126.76526679433721,67.91835110779562,9.15660438097604,82.2362405683125,113.53043301298858
44,14.864052122925667,70.74272601334611,114.6562372812186,26.895863833370523,37.62009608885967,110.84031665444799,13.788161843230785,112.79872331300443,84.4575089504261,8.618278525814333,180.39830132446536,144.09667168241674,54.051363555606244,148.9008545247945,142.73779755541688,4.911303999318272,56.473635388475216,473.1283451968385,30.164672365758914,138.2447334843696,93.96250784886834,-10.600223624796895,140.8031776973008,151.12532019901627,15.281105889866097,94.16386805099654,78.57106273396795,7.398766222011906,82.45290964549889,103.90745222857433
45,-26.163685526447903,96.63578589620576,139.0823986289173,-33.310208064876406,54.12430853059446,89.35950113005008,1.5474313391557013,97.35272914141765,99.8981218345975,-10.725562493776774,146.068036350438,128.0119799809063,38.025899467030186,77.63557457361185,138.30822072699925,6.019555193593282,53.72174793336341,497.2457272582861,2.599165452486095,169.17794555526766,76.50655213310543,-16.33876681341055,37.66736650155401,149.07725669202182,-25.80646995776391,122.07544138095267,82.07302168220787,-6.141555007665774,87.93354836093067,71.97148631063587
46,-19.113003746891856,62.87739656316147,62.695335955677734,6.623358303154066,97.19801436755765,65.8364906793813,12.914020425199073,92.34496162265705,90.14938359849923,24.9310085778812,147.2483749176942,161.92334767168327,17.465470941843343,128.46165053791492,142.95433938126592,-8.295427922084755,96.66731448015207,363.1600716053515,-10.224041696027347,175.00101313261763,92.1032079951993,8.922751655943186,137.73951921241877,153.3242983765228,11.010606352261776,94.66263343183962,77.48880145886204,19.63313936271773,46.11351309988001,109.3244218194848
47,-3.6485223549218913,74.63793985908393,84.05234175992942,-40.3746311436922,65.88723322885843,127.01294344949739,-15.410873647388321,118.88641818651274,82.22222422661144,-2.81643806969337,97.85162118329404,125.19158861214554,38.92378961229721,89.98919179590882,112.7459950305938,-26.89001431696428,82.8002371105666,421.3708841706498,35.94630352302647,154.55710325889856,138.92728275098125,-5.371079202657371,101.65351726313216,173.51580914348563,-9.106673533947758,170.12648542521814,86.01079075453268,-17.407337082025578,33.758173112227,102.55444931314878
48,4.172039222121888,101.73463257490442,75.75995818796517,-7.388969814361571,104.9381858475877,130.06352793045423,3.6063615843695165,91.91105745820118,45.3727686052685,9.95848708817575,152.23094911890453,115.01126270904149,-5.822713062187894,118.85372399578822,120.9418131255097,12.629578916490003,81.71990724098703,372.2644256018448,-20.15455567787751,119.26373675818205,123.37873300316629,7.325935726711266,108.93507375844035,185.73638359707388,-19.823636338847066,119.98707444808798,77.98638886851658,22.434539900508035,82.7975170547065,107.97763566139375
49,6.412745417581359,73.36790502176905,101.56718066886778,37.474131744702305,119.91410579616718,99.89073587194437,-0.7732042219982002,113.54676215432397,69.89873388522739,-10.388812471481227,141.33446905825016,178.08662795137496,41.07255848390124,71.77088944571878,101.46647191460464,-0.69276345610896,43.66710330432112,508.8697128370147,-12.388041530281033,187.10221009329075,56.7339013039295,14.660042437381618,148.5943821291963,168.54330933023218,16.13622952811853,169.10971822683467,47.30805231662488,-5.153364359396406,34.156614289820496,150.34188243924336
50,9.94007612030318,94.78188557861492,104.33790812225082,-9.584026547879409,88.9995395158551,82.37923658710763,-15.29437394791001,78.54946971014928,97.05537990590798,-8.31860004739984,105.68715326661558,142.69025169422846,13.430319114845954,120.41224652931616,61.02195593297872,13.532144990320305,31.74663726819624,478.19539738428307,34.47304025478433,175.08558072457922,99.4565321760604,0.4651890366197094,105.91511063563482,148.31278848177237,12.783011958970706,118.38556627267951,76.09440145735462,15.291652230070872,33.63038430581821,65.01784328939414
51,-5.265073200764278,70.71314693048743,91.61218297183774,-24.980317634480144,66.21443789487398,116.12295980487825,2.311377586677121,98.84496469648153,100.2090286081493,9.727937458396271,145.61862676228577,139.10270296999732,-2.6694725768781247,93.49075386831795,90.87603695575672,15.00497736742486,87.1587789498121,438.76147556295433,19.700475751332558,167.54470065975545,89.27650558121002,4.715245683306005,120.8432210487067,163.73319665507884,7.496732480821678,102.29607075677974,16.68558179421062,42.07224486820457,57.142894253954644,100.9060338757318
52,-19.14671535370159,102.27264335321871,66.66386016094535,25.801302648434394,68.41468432289014,89.82648582666901,17.27665495677249,77.55304648343174,56.24596842454221,19.7051171305138,97.76798128901069,122.04821014626029,26.953559442399268,119.4937718813816,129.3115177582486,-24.876674081501264,61.444526125608775,379.8680701791241,-5.529427559686812,100.80209251433332,89.2209682031531,14.659081646916755,111.51638202928474,144.18557013508112,6.367568336519297,100.04009484110564,58.65756846624254,0.5425286415730515,81.85927237739676,119.31065563976594
53,9.651016269059047,46.0653536777164,98.0666094649085,20.78571405513812,93.70047527678719,55.57146122523203,-10.397616624186895,71.81751837922258,35.286435966019624,8.813031103800647,111.50089919225029,119.96150714126608,58.04444322020875,88.96789533848197,123.02875602767466,30.095122575152292,65.19298936106914,321.76608959818884,-34.81411263545687,109.34991464236694,79.76069710296348,25.0007896363619,83.43009636045858,170.47279131404173,2.159552758234236,85.43187798820058,55.943358600427516,-4.355609014682246,-5.282464641038501,78.04866709745114
54,32.91977378997987,114.51064251782455,83.91535686202148,23.648323111627214,84.27048678451371,53.27949370576775,1.5281387307988823,92.65826880983884,74.20619640648867,-8.293898670012318,148.69131982457242,69.17941163160825,5.637504570309712,95.83721493091322,127.52945540691476,6.719526052559852,101.95637668037568,370.2908006726547,22.40221590956915,93.20392456504011,103.90112872607645,-5.077173820050642,84.04092581071566,145.39540250528486,30.998256550514494,152.67706559109342,54.73068989906299,-2.8190168811758753,72.2048899396028,65.99841350168259
55,42.88163346303228,46.03017808143666,105.499826381727,-2.517279120285235,39.891605841406644,48.084052271329654,-12.816124947390522,48.433337122832796,65.3450815104087,-2.15459825000956,129.8041243750642,97.82255105417548,39.03529158801817,87.17273201950911,103.5416695268248,-6.554330364829976,34.718828425057424,397.44840031898644,-12.889646854708287,139.83247773662296,81.08103979557441,-9.855165389543332,149.81311307689646,164.95905741877903,-16.44605123648465,145.31145704834648,55.02399213451983,-7.999021445154955,50.171839959357705,63.83650927791446
